MatchID,Home,Away,Date,Season,Text
1358,Liverpool,Aston Villa,Fri 12 Sep 2014 19.14 BST,2014-15,"Something about Anfield sparks the best in Paul Lambert's Aston Villa, who were 2-0 up last season and on course to repeat the previous year’s 3-1 win until Daniel Sturridge changed the game on the stroke of half-time. Sturridge will be missing against the unbeaten Villa because of injury suffered with England but that leaves centre stage clear for Mario Balotelli on his home debut. Adam Lallana and Lazar Markovic are also pressing for inclusion as Liverpool look to build on their impressive dismantling of Spurs last time out.Andy Hunter"
1359,Chelsea,Swansea City,Fri 12 Sep 2014 19.11 BST,2014-15,"Something has to give. The only teams with perfect Premier League records go head to head at Stamford Bridge and points will be shed for the first time. Chelsea may still prefer to rest Diego Costa, the division's player of the month, with one eye on a suspect hamstring and the other on Wednesday's visit of Schalke. The Welsh club, under the elite's manager of the month, have not won a league game in this corner of south-west London since 1925, though they will be sustained by the League Cup semi-final first leg win here in 2013. Such is their current confidence, they will be convinced they are capable of a repeat. Dominic Fifield"
1360,Southampton,Newcastle United,Fri 12 Sep 2014 17.48 BST,2014-15,Southampton face winless Newcastle who let slip a commanding lead against Crystal Palace in the final seconds at St James' Park two weeks ago. Conversely Ronald Koeman's Saints picked up their first win of the campaign and will look to build further on an emphatic away win against West Ham. Morgan Schneiderlin scored twice and Koeman will definitely be looking for more of the same from the Frenchman. Graham Searles
1361,Arsenal,Manchester City,Fri 12 Sep 2014 16.47 BST,2014-15,"Arsenal coasted to victory in the Community Shield against City but this promises to be an altogether more intense occasion. For both clubs it is the precursor to big midweek Champions League ties in Germany while for City, the kicker at the end of the week is provided by the visit of Chelsea. Victory in the early kick-off would represent a tonic, particularly, one feels, for Arsenal, whose record against top-four finishers in the last few seasons has been poor. David Hytner"
1362,Sunderland,Tottenham Hotspur,Fri 12 Sep 2014 16.07 BST,2014-15,"As a former player and assistant manager at White Hart Lane, Gus Poyet would enjoy overcoming his old club on an afternoon when his defensive midfielder Lee Cattermole will want to show why he merits an England call-up. Italy's Emmanuel Giaccherini is similarly anxious to emphasise that he is no longer Sunderland's forgotten man but Mauricio Pochettino will look to outwit a fellow South American manager en route to seeing his Tottenham team atone for their 3-0 home defeat to Liverpool a fortnight ago. Louise Taylor"
1363,Hull City,West Ham United,Fri 12 Sep 2014 15.40 BST,2014-15,"Hull City have an improved attacking lineup after signing Hatem Ben Arfa, who starts, on loan and Abel Hernández for a club record fee of £10 million. Steve Bruce will be looking to repeat his side's 1-0 home victory last season over West Ham who also start a new loan signing in Alex Song. Sam Allardyce will want Song to recreate the performances that led Barcelona to sign him from Arsenal in 2012. Graham Searles"
1364,Crystal Palace,Burnley,Fri 12 Sep 2014 15.07 BST,2014-15,"After the uncertainty caused by Tony Pulis's departure, Crystal Palace finally have some stability now that Neil Warnock has been appointed as their manager for the second time. Warnock, who will need no introduction to the Selhurst Park crowd, will hope that Palace have a spring in their step after their dramatic draw against Newcastle United, but they are still seeking their first win of the season. However Burnley, who secured a creditable draw against Manchester United in their last match, will not roll over. Jacob Steinberg"
1365,West Ham United,Southampton,Fri 29 Aug 2014 19.26 BST,2014-15,"For Sam Allardyce the international break cannot come soon enough – West Ham have five players out injured and another, Diafra Sakho, doubtful with a back problem. Several of them are expected to return when the top flight reconvenes on 13 September but for now the West Ham manager will have to make the best of what he has against Southampton. The visitors are missing Jay Rodriguez but most of the rest of their new-look squad are available. Rich Flower"
1366,Queens Park Rangers,Sunderland,Fri 29 Aug 2014 19.11 BST,2014-15,"QPR may find themselves short of wing-backs for their 3-5-2 as Danny Simpson and Armand Traoré are thought to be negotiating moves away from Loftus Road and Jack Robinson, recently signed from Liverpool, has been loaned to Huddersfield. Harry Redknapp could have Charlie Austin available again after a thigh injury but his struggling side will be facing a fully fit Sunderland squad. Rich Flower"
1367,Swansea City,West Bromwich Albion,Fri 29 Aug 2014 18.26 BST,2014-15,"Swansea are expected to field their new recruit, Federico Fernández, from the outset and he will be tasked with containing West Bromwich Albion’s record signing, Brown Ideye, although he will be spared having to face Georgios Samaras as well – the Greece striker is still lacking match fitness. Albion will be hoping to improve on their record of four defeats in six Premier League games against Swansea. Rich Flower"
1368,Manchester City,Stoke City,Fri 29 Aug 2014 18.07 BST,2014-15,"Manchester City have denied rumours of an injury in training to Sergio Agüero but the striker will probably not be in the starting lineup. Even if Agüero is not fully fit, Manuel Pellegrini can still call upon Stevan Jovetic, scorer of two goals against Liverpool on Monday, and Edin Dzeko. Stoke also have strength in depth and Victor Moses, signed by Mark Hughes on loan from Chelsea this week, is expected to be on the bench. Rich Flower"
1369,Leicester City,Arsenal,Fri 29 Aug 2014 17.21 BST,2014-15,"A game that evokes memories of Dennis Bergkamp’s wonderful hat-trick in the thrilling 3-3 draw under the floodlights at Filbert Street back in 1997. How Arsène Wenger must wish that he could call on the Dutchman now. With Olivier Giroud facing a long period out, Wenger’s belief that Arsenal are not light up front will come under scrutiny on an afternoon when Esteban Cambiasso could make his debut for Leicester. The Foxes have not beaten Arsenal in the Premier League since 1994. Stuart James"
1370,Burnley,Manchester United,Fri 29 Aug 2014 17.02 BST,2014-15,"The order of the day for Manchester United is simple: win. After dropping five of the first six points on offer and being beaten 4-0 by MK Dons in the Capital One Cup, the Louis van Gaal’s team are yet enjoy to victory. Three points at Turf Moor would correct this and help rebuild “smashed” confidence yet Burnley have happy memories of winning the corresponding match the last time they were in the Premier League. If Ángel di María features, the tight compact ground will provide a memorable backdrop to the debut of British football’s most expensive player. Jamie Jackson"
1371,Aston Villa,Hull City,Fri 29 Aug 2014 16.17 BST,2014-15,"After picking up four points from their opening two games, it has been a few days to forget for Aston Villa and Hull. Villa were defeated by lower-league opponents yet again, when they lost to Leyton Orient in the Capital One Cup, while Hull’s European campaign came to an abrupt end after losing on away goals. Villa badly need some firepower, after registering only one shot on goal in the league so far. As for Hull, Michael Dawson, newly signed from Tottenham, should make his debut. Stuart James"
1372,Everton,Chelsea,Fri 29 Aug 2014 15.55 BST,2014-15,"Roberto Martínez claimed his first league win as Everton manager against Chelsea, the victory arriving in the second home game of last season following three draws. After two draws so far, both a consequence of conceding late goals, he will be hoping for a repeat with the ex-Chelsea strikers Romelu Lukaku and Samuel Eto’o in his ranks but this is a far more potent and creative José Mourinho side than the one that arrived at Goodison Park for Eto’o’s debut 12 months ago. Andy Hunter"
1373,Tottenham Hotspur,Liverpool,Fri 29 Aug 2014 14.28 BST,2014-15,"This fixture demonstrated the gulf between Tottenham Hotspur, under André Villas-Boas and Tim Sherwood, and those in the top four last season. Liverpool ran riot at White Hart Lane with Luis Suárez irrepressible, and then blitzed them in the return to the tune of a 9-0 aggregate scoreline. Mauricio Pochettino’s Spurs, with a perfect record to date under the Argentinian, will provide a sterner test and, if they click into their upbeat rhythm, could leave Liverpool’s start to the campaign feeling stodgy. The visitors, with Mario Balotelli in their ranks, will seek to reimpose their quality after losing at Manchester City on Monday. Dominic Fifield"
1374,Newcastle United,Crystal Palace,Fri 29 Aug 2014 12.32 BST,2014-15,"Neil Warnock returns to the technical area as Crystal Palace manager for a game Alan Pardew could really do with winning if Newcastle fans are to continue to offer him the benefit of the doubt. Much improved in midfield – where all eyes will be on Jack Colback in the wake of his England call-up – the home side still look lightweight in attack and await their first league goal of the season. Meanwhile Pardew, once a Palace midfielder, has promised to refrain from engagement in touchline disputes with his feisty counterpart. Louise Taylor"
1375,Sunderland,Manchester United,Fri 22 Aug 2014 22.29 BST,2014-15,"As Louis van Gaal seeks his first league win with Manchester United, Sunderland aim to inflict further misery on the club. Not content with defeating David Moyes’s side in last season’s Capital One Cup semi-final, Gus Poyet’s players upset Ryan Giggs’s caretakership with a springtime league win at Old Trafford. Even so, Vito Mannone, the home goalkeeper, admits he will be “more happy” if his one time Arsenal team-mate Robin van Persie does not start in attack for the visitors. Louise Taylor"
1376,Aston Villa,Newcastle United,Fri 22 Aug 2014 19.38 BST,2014-15,"For Aston Villa this fixture represents an opportunity to win the opening two matches of a season for the first time since 1999. Buoyed by last Saturday’s 1-0 win at Stoke, Villa are also boosted by the availability of Carlos Sánchez and Joe Cole, both of whom could make debuts. Newcastle, however, are unbeaten in six games against Villa and did the double over them last season. Siem de Jong is set to make his first appearance and Facundo Ferreyra, on loan from Shakhtar Donetsk, could also feature. Stuart James"
1377,Chelsea,Leicester City,Fri 22 Aug 2014 18.44 BST,2014-15,"José Mourinho may have said it is “difficult” playing newly promoted sides early in the season but his team had few problems overcoming Burnley at Turf Moor on Monday night. Nigel Pearson will be hoping that his Leicester side – beaten only four times away from home in the league last season – can present more of a challenge at Stamford Bridge this afternoon, otherwise it could be another easy three points for Chelsea. Rich Flower"
1378,Swansea City,Burnley,Fri 22 Aug 2014 18.36 BST,2014-15,Swansea City will be looking to maintain their winning streak against Burnley after defeating Manchester United. Swansea’s confidence is reflected by their choice to stick with last week’s winning line-up. Burnley also name an unchanged line-up in their search for their first points of the season. New Swansea signing Federico Fernández is still waiting for international clearance and is unlikely to make his debut. Graham Searles
1379,Southampton,West Bromwich Albion,Fri 22 Aug 2014 17.48 BST,2014-15,"West Bromwich Albion’s record signing, Brown Ideye, may make his debut in a refreshed strike force that will look to improve on the club’s poor goal tally last season. Georgios Samaras, however, will not be available in time for kick-off. Ronald Koeman, who is also dealing with a much changed forward lineup, will want Southampton to build on their solid but fruitless opening display against Liverpool. Graham Searles"
1380,Manchester City,Liverpool,Fri 22 Aug 2014 17.14 BST,2014-15,"This is only the second match of the season yet there is the potential double reward of a title rival being defeated plus crucial momentum achieved. As the deal for Mario Balotelli was not done in time for the forward to be available for Liverpool, Manchester City must surely fancy their chances of finishing Monday evening with all three points, especially as only Alvaro Negredo and Eliaquim Mangala are unavailable to Manuel Pellegrini. Jamie Jackson"
1381,Tottenham Hotspur,Queens Park Rangers,Fri 22 Aug 2014 17.06 BST,2014-15,"Harry Redknapp makes his first return to White Hart Lane, where he hoisted Tottenham Hotspur from the relegation zone to regular Champions League contenders during almost four years in north London, since his acrimonious divorce from Daniel Levy. His former player Danny Rose has led the calls for the 67-year-old to be granted “a good reception”, though QPR will hope Spurs are sluggish after their Europa League qualifying exploits in Cyprus on Thursday. It is 20 years since Rangers last triumphed across the capital at Spurs. Their new signings, Mauricio Isla and Leroy Fer, should feature. Dominic Fifield"
1382,Everton,Arsenal,Fri 22 Aug 2014 16.43 BST,2014-15,"Arsène Wenger has his World Cup winners back for the visit to Goodison Park and the availability of Mesut Özil, Per Mertesacker and Lukas Podolski is timely following a taxing Champions League trip to Istanbul in midweek and the loss of Mikel Arteta to an ankle injury. Arsenal were outplayed and Wenger outthought in a 3-0 defeat at Everton in April, with Romelu Lukaku starring for Roberto Martínez’s side. Goodison will be keen for a repeat from the £28m striker after a subdued opening game at Leicester City. Andy Hunter"
1383,Hull City,Stoke City,Fri 22 Aug 2014 16.02 BST,2014-15,"The reality of competing on two fronts may hit home for Steve Bruce on Sunday. The Hull manager is expected to make changes to the side that lost 1-0 at Lokeren on Thursday but with Yannick Sagbo banned and Robert Snodgrass injured, he may be stretching his already small squad to the limit. Stoke, conversely, are fully rested and almost no injury concerns – it could be a good day at the KC Stadium for Mark Hughes. Rich Flower"
1384,Crystal Palace,West Ham United,Fri 22 Aug 2014 13.46 BST,2014-15,"Crystal Palace will be relieved to get back on the pitch after another week of turmoil. They have not been able to find a replacement for Tony Pulis, their sporting director has left, and Keith Millen will be in caretaker charge again. Yet this is a good opportunity for Palace to secure their first win. They were solid at Selhurst Park last season and did the double over West Ham, who are under pressure after last week’s defeat to Tottenham. Sam Allardyce needs a result. Jacob Steinberg"
1385,West Bromwich Albion,Sunderland,Fri 15 Aug 2014 18.37 BST,2014-15,Both sides have opted for a revamp over the summer – West Bromwich Albion have made eight signings and allowed 13 players to leave while Sunderland have brought in six new faces and let 16 go. This match could provide an early indication of whether the changes will produce results at either club in the weeks to come. If they do not then both managers could easily find themselves battling relegation this season. Rich Flower
1386,Arsenal,Crystal Palace,Fri 15 Aug 2014 18.30 BST,2014-15,"Arsène Wenger will be pleased by Tony Pulis’s sudden departure from Crystal Palace as he prepares to break Arsenal’s bad opening day result streak of three losses and one draw in the past four years. Key in this could be the Chile striker Alexis Sánchez, making his first competitive appearance. Brede Hangeland, also on debut, faces the challenge of stopping the ex-Barcelona man. Graham Searles"
1387,Manchester United,Swansea City,Fri 15 Aug 2014 18.15 BST,2014-15,"Beset by injuries, Louis van Gaal could have done with another couple of weeks before his Premier League bow. Having only two fit, senior centre-backs puts a wrinkle in his 3-5-2 formation. At least the new captain, Wayne Rooney, is available to terrorise Swansea’s backline; shorn of the impressive Ben Davies and Chico, Garry Monk needs those remaining to shine straight away. Toby Moses"
1388,Liverpool,Southampton,Fri 15 Aug 2014 17.44 BST,2014-15,"Southampton were one of only two visiting teams to win at Anfield last season but will be unrecognisable for Ronald Koeman’s first Premier League game in charge. The goalscorer in that 1-0 win, Dejan Lovren, joined the summer exodus from St Mary’s to Liverpool and is the only former Saint likely to start against his old club with Adam Lallana suffering from a knee injury and Rickie Lambert, who has scored against all his ex-teams, set for the substitutes’ bench. Andy Hunter"
1389,Burnley,Chelsea,Fri 15 Aug 2014 17.32 BST,2014-15,"Chelsea’s new signings Diego Costa, Cesc Fábregas and Filipe Luís all make their debuts against a Burnley team who return to the Premier League after four years in the Championship. José Mourinho refuses to pick a starting goalkeeper between Petr Cech and Thibaut Courtois. Striker Danny Ings starts for Burnley as Sam Vokes will be sidelined until next year with a knee injury. Graham Searles"
1390,Leicester City,Everton,Fri 15 Aug 2014 17.04 BST,2014-15,"Leicester City make a triumphant return to the Premier League after ten years, which is the last time these two sides faced each other. The Leicester City fans will be hopeful their side can build on a dominant display in the Championship last season. For Everton record signing Romelu Lukaku and Kevin Mirallas are struggling for fitness following Belgium’s World Cup run. Graham Searles"
1391,Stoke City,Aston Villa,Fri 15 Aug 2014 16.58 BST,2014-15,"Two sets of fans with contrasting emotions will travel to the Britannia on Saturday afternoon. While Stoke supporters are looking forward to the prospect of former Barcelona prodigy Bojan Krkic making his debut, the Villa visitors have Philippe Senderos and an ageing Joe Cole. If Paul Lambert can’t improve on last season’s end-of-season form Villa will struggle to stay out of the bottom three. Toby Moses"
1392,Newcastle United,Manchester City,Fri 15 Aug 2014 16.47 BST,2014-15,"Liam Sweeney and John Alder, who lost their lives on MH17, will be remembered as City’s title defence begins. Sweeney and Alder were flying to New Zealand to follow Newcastle’s summer tour and the pre kick-off atmosphere is likely to be rather more reflective than usual. Bolstered by some exciting new signings including Remy Cabella, Alan Pardew should escape the abuse which trapped him in his dugout at the end of last season but could do with choreographing Newcastle’s first win over City since 2005. Louise Taylor"
1393,West Ham United,Tottenham Hotspur,Fri 15 Aug 2014 16.28 BST,2014-15,"West Ham beat Tottenham Hotspur three times last season and Mauricio Pochettino, the ninth manager Daniel Levy has appointed, will be desperate to stop them extending that run. Tottenham are likely to play on the unrest at Upton Park, where support for Sam Allardyce is at an all-time low. West Ham will be without the injured Andy Carroll, out with torn ankle ligaments until November, but have been boosted by the signing of Diafra Sakho from Metz. Jacob Steinberg"
1394,Queens Park Rangers,Hull City,Fri 15 Aug 2014 14.36 BST,2014-15,QPR’s return to the Premier League has included a key signing in Rio Ferdinand whose vast experience could make the difference in beating the drop this season. Harry Redknapp will also be looking to hold on to Loïc Rémy to further boost their chances. Hull City may struggle this season too as they compete in the notoriously difficult Europa League for the first time. Graham Searles
1395,Fulham,Crystal Palace,Fri 9 May 2014 20.12 BST,2013-14,"These London clubs have moved in opposite directions since Martin Jol's Fulham conjured goals that defied belief to thrash Ian Holloway's Crystal Palace 4-1 at Selhurst Park back in October. That was the latter's last game in charge, the fifth of seven matches lost in succession. Yet Tony Pulis has steered the Eagles to a remarkable 11th place with the turmoil transferred to Craven Cottage. The hosts, now on their third manager of term, bid farewell to the top flight after 13 seasons with a summer of change ahead: the hope is their talented youngsters from an excellent academy are given opportunities on the final day to promise of an immediate return. Dominic Fifield"
1396,Manchester City,West Ham United,Fri 9 May 2014 20.10 BST,2013-14,"With Manchester City requiring only a draw to ensure a second title in three seasons – whatever Liverpool do against Newcastle United at Anfield – this visit of West Ham United has the feel of a coronation for Manuel Pellegrini's side. For the first time this campaign the Chilean has everyone fit so expect his first-choice team to be assembled at the Etihad and, if Yaya Touré, David Silva, Sergio Agüero and company score early, this could turn into a party that will still be going on Monday morning. Jamie Jackson"
1397,Norwich City,Arsenal,Fri 9 May 2014 20.06 BST,2013-14,"A week ago this game still had the possibility of being decisive for both fourth place and relegation, but it is now a dead rubber unless Norwich can conjure the cricket score victory they need to have a chance of overhauling West Bromwich Albion. Relegation will have huge implications at Carrow Road, which puts Arsenal's season – fourth place and a Cup final to look forward to – into perspective. Paul Chronnell"
1398,Southampton,Manchester United,Fri 9 May 2014 20.03 BST,2013-14,"Southampton have been one of the most attractive teams to watch this year and many of their players hope to be given the chance to carry their good form over into the World Cup, but most of the intrigue around this match relates to their opponents. Will Ryan Giggs round off his brief reign with a victory? Will young James Wilson produce a display as superb as his midweek debut? If the visitors win at St Mary's and Tottenham Hostpur lose to Aston Villa, how will they react to qualifying for the Europa League? Paul Doyle"
1399,Sunderland,Swansea City,Fri 9 May 2014 20.00 BST,2013-14,"There will be symmetry – as well as celebration – in the Wearside air. In October, Gus Poyet presided over his first game as Sunderland manager at Swansea . It was a 4-0 defeat and left his new team with one point from eight games. Seven months on Poyet has choreographed a miraculous escape from relegation and the Stadium of Light is preparing to party. With Garry Monk newly confirmed as Swansea's manager the visitors should be in similarly light-hearted mood. Expect some good passing and maybe a goal or two from Wilfried Bony or Connor Wickham. Louise Taylor"
1400,Tottenham Hotspur,Aston Villa,Fri 9 May 2014 19.58 BST,2013-14,"Tim Sherwood has not been afraid to vent his feelings during his managerial tenure at Tottenham but the ultimate parting shot if, as expected, he is replaced in the coming weeks could be to bequeath Europa League qualification. He will guarantee the poisoned chalice with a point against Villa and another under-fire manager, Paul Lambert. Villa's Premier League status is the only thing that looks secure, with the owner, Randy Lerner, considering whether to sell. David Hytner"
1401,West Bromwich Albion,Stoke City,Fri 9 May 2014 17.11 BST,2013-14,"Forget the mathematical possibilities, West BromwichAlbion are safe and already thinking of next season, when they will have to improve on nine months of largely insipid displays that cost Steve Clarke his job in December and may yet do likewise to Pepe Mel. Stoke have had a far more satisfying first campaign under Mark Hughes and victory is likely to see them leapfrog Newcastle into ninth. Paul Chronnell"
1402,Cardiff City,Chelsea,Fri 9 May 2014 16.40 BST,2013-14,"Not the game either set of fans hoped it would be. In an ideal world Chelsea would be going for the title and Cardiff in with a fighting chance of survival but the season has not panned out as planned. Chelsea, for whom Ashley Cole could make his last appearance, will wonder how different things might have been with a prolific striker. As for Cardiff, it took 51 years to return to the top flight and it was not exactly worth the wait. Stuart James"
1403,Hull City,Everton,Fri 9 May 2014 13.35 BST,2013-14,"Both these sides will play in the Europa League next season – Everton courtesy of a fine campaign that has earned them fifth place and Hull whether they win or lose next Saturday's FA Cup final – although neither currently looks to have the squad to cope. Fringe players could figure on Sunday as Steve Bruce will have his Wembley starting XI in mind, but may not risk all of them. Paul Chronnell"
1404,Liverpool,Newcastle United,Fri 9 May 2014 12.46 BST,2013-14,"If anyone knows it's not over until it's over, it is Liverpool. Arsenal 1989, Istanbul 2005 and Crystanbul – as Monday's three-goal collapse at Selhurst Park has become known – all ensure Anfield will not concede the title to Manchester City unless or until it is a mathematical certainty. To be saying that before the final game of the season underlines what a campaign this has been under Brendan Rodgers. First, however, Liverpool must pick themselves off the floor after Crystal Palace to capitalise on Alan Pardew's problems at Newcastle United. Andy Hunter"
1405,Chelsea,Norwich City,Fri 2 May 2014 18.52 BST,2013-14,"Chelsea know their faint title hopes will effectively be extinguished if they fail to beat Neil Adams's struggling side, while the visitors might fear their stay in the division will go the same way if they do not prevail. ""They are playing for their lives,"" said Mourinho of Norwich. ""They have two games to decide whether they will be playing at Chelsea, Arsenal, United next season, or midweek games in the Championship."" He saw his own team lose at home to Sunderland, then bottom of the division, in his last home league match so his players have been warned. Dominic Fifield"
1406,West Ham,Tottenham Hotspur,Fri 2 May 2014 17.55 BST,2013-14,"The season is ending curiously for both these clubs. Tottenham will finish outside the top four, but should still reach the Europa League and cannot have expected more after sacking André Villas-Boas in December and replacing him with a relative novice. Four consecutive defeats have led West Ham fans to call for Sam Allardyce to go, but they were happy enough after four wins in a row in February. Paul Chronnell"
1407,Arsenal,West Bromwich Albion,Fri 2 May 2014 17.19 BST,2013-14,"Arsène Wenger says the heat, as usual, will be on Arsenal until the very last but at least this season it could be because they have a shot at silverware in the FA Cup final. They can sew up Champions League qualification again here and it remains a creditable achievement, even if it has become the minimum requirement. West Brom hope to be safe from relegation by Sunday evening. David Hytner"
1408,Crystal Palace,Liverpool,Fri 2 May 2014 16.54 BST,2013-14,"Liverpool may go into Monday's fixture at Selhurst Park in third place but, regardless, must triumph in south London if they are realistically to have any chance of securing a first league title in 24 years. There can be no lingering fallout from the damaging defeat to Chelsea, and Crystal Palace, safe in mid-table, would appear timely opposition. Yet Liverpool have not won on their last four visits to Palace, a sequence stretching back to December 1997, and the hosts will seek to end their own home campaign on a high. An awkward evening awaits. Dominic Fifield "
1409,Stoke City,Fulham,Fri 2 May 2014 16.21 BST,2013-14,"Felix Magath has probably had a long week thinking about the moment last Saturday when his side were 2-0 up against Hull with 15 minutes remaining and seemingly heading out of the relegation zone. Their failure to hold on to that lead means that they now depend on other results as well as their own, but winning on Saturday could put them back in control of their own destiny. Paul Chronnell"
1410,Everton,Manchester City,Fri 2 May 2014 15.30 BST,2013-14,"Manuel Pellegrini's team have been given a second chance to show their championship credentials on Merseyside, three weeks after falling short at Liverpool, and cannot afford to waste it against an Everton side with outside hopes of Champions League qualification. Goodison Park has brought City little reward for a decade and has witnessed only two home league defeats this season, although injuries and the ineligibility of Gareth Barry against his parent club limits Roberto Martínez's options. With Aston Villa and West Ham to follow at home, this promises to be the biggest obstacle to a second title in three seasons for City. Andy Hunter"
1411,Newcastle United,Cardiff City,Fri 2 May 2014 15.06 BST,2013-14,"""P45 Due"" screamed an Evening Chronicle front page headline aimed at Alan Pardew in the wake of Monday night's 3-0 collapse at Arsenal. It was Newcastle's sixth straight defeat and has left Pardew extremely vulnerable. To exacerbate his woes, the home fans are planning a mass protest walkout in the 69th minute – the club last won a trophy, the Fairs Cup, in 1969 – of what is also a very big game for Cardiff City. If relegation is to be averted, Ole Gunnar Solskjaer's side must win. Louise Taylor"
1412,Swansea,Southampton,Fri 2 May 2014 14.33 BST,2013-14,"Southampton go into their final two games of an excellent season knowing their position of eighth cannot change and, with the shackles off, Mauricio Pochettino is set to hand a start to Sam Gallagher, the 18-year-old forward. Swansea confirmed their top-flight status with the 4-1 thumping of Aston Villa, a result which did the future of the interim manager Garry Monk no harm at all. Paul Chronnell"
1413,Aston Villa,Hull City,Fri 2 May 2014 13.34 BST,2013-14,"It is possible that the 35 points Aston Villa have so far accrued will be sufficient to extend their 26-year top-flight existence. However, with their final two fixtures away at Manchester City and then Tottenham, this is their best chance to make sure. Hull, only two points better off than their hosts, also need another victory before they can turn their thoughts to Wembley. Paul Chronnell"
1414,Manchester United,Sunderland,Fri 2 May 2014 12.49 BST,2013-14,"The fascination with the four-match Ryan Giggs managerial era is how the team fares each time he sends it out. For the visit of a resurgent Sunderland the outgoing champions make their penultimate home appearance of a bumpy campaign hoping to make it two wins from two under the Welshman. The £27.5m Marouane Fellaini will be hoping to return to the squad, having missed out against Norwich City last week. Jamie Jackson"
1415,Stoke City,Tottenham Hotspur,Fri 25 Apr 2014 18.49 BST,2013-14,"Despite taking seven points from their past three games, Tottenham are highly unlikely to have a chance of securing fourth place. A victory for Stoke will give them a first of five successive Premier League home wins, a record that the club and the manager, Mark Hughes, wholly deserve. A win will also virtually guarantee their place in the top 10 to cap a fine first season for the Welshman. Charlotte Trundley"
1416,Liverpool,Chelsea,Fri 25 Apr 2014 18.10 BST,2013-14,"Victory for Liverpool for the 12th successive league game would surely mean that their 24-year wait for the league title is over, but Brendan Rodgers knows that even Chelsea's supposed 'second XI' is a formidable barrier to that aim. José Mourinho will still select 11 players who are the envy of most of the Premier League, and it goes without saying he won't simply give up the title race. Paul Chronnell"
1417,Manchester United,Norwich City,Fri 25 Apr 2014 17.17 BST,2013-14,"Ryan Giggs's first of four outings as Manchester United's interim manager promises to be an emotional affair with the only anti-climax occurring if Norwich City were to win. The Welshman is aware of the danger the division's 17th-placed team present – ""They're fighting for their lives,"" he says – so expect a full-blooded assault on the visitors from first whistle to last before an Old Trafford crowd desperate for something to cheer. Jamie Jackson"
1418,Southampton,Everton,Fri 25 Apr 2014 16.46 BST,2013-14,"Everton's Champions League dream remains alive after last week's victory over Manchester United. They are a point behind fourth-placed Arsenal but they cannot afford a slip-up against Southampton, who will be encouraged by the news that Roberto Martinez's side will be without their first-choice centre-backs, Sylvain Distin and Phil Jagielka, through injury; Rickie Lambert will hope to capitalise on any unfamiliarity between Antolín Alcaraz and John Stones. However Southampton have injury problems of their own and are without a victory in their past three matches. Jacob Steinberg"
1419,Crystal Palace,Manchester City,Fri 25 Apr 2014 16.19 BST,2013-14,"This has taken on the appearance of an awkward hurdle in Manchester City's pursuit of the Premier League title. Their hosts have won five top-flight games in succession for the first time in 22 years, their safety assured and the manager, Tony Pulis, now urging his team on to a top-half finish. City, without David Silva and Jesús Navas, will be grateful for Yaya Touré's potential return in midfield as they seek to prolong the title race. Come kick-off, when the result at Anfield will be known, they will be better placed to judge their own challenge. Ship points in south London and it will feel forlorn regardless. Dominic Fifield"
1420,Fulham,Hull City,Fri 25 Apr 2014 16.02 BST,2013-14,"Despite last Saturday's untimely defeat at Tottenham, Fulham's relegation escape plan will stay on track if they can triumph in what looks like an eminently winnable home game. Hull are not safe yet but are limping to the line even with FA Cup final places to play for. Felix Magath will hope Scott Parker shakes off a hip problem as his side aim to climb out of the bottom three. Paul Chronnell"
1421,Arsenal,Newcastle United,Fri 25 Apr 2014 15.13 BST,2013-14,"Arsenal could be playing catch-up with Everton yet again by Monday evening in their pursuit of a top-four finish, though, on paper, a home collision with Newcastle is as appealing a fixture as any to fuel a rousing run-in. Alan Pardew's side have been ensconced in mid-table safety for so long that all momentum has been drained. They arrive in the capital with a squad depleted by injury and having lost their last five games, and 13 of 18 in all competitions since the end of December. Arsène Wenger will be licking his lips at the prospect of the match ahead. Dominic Fifield"
1422,Swansea City,Aston Villa,Fri 25 Apr 2014 14.36 BST,2013-14,"Still without a win in five games, Villa's top-10 position just over a month ago is a distant memory. Only two wins better than bottom-placed Sunderland and without an away triumph since New Year's Day, Paul Lambert's team face a tough job against a Swansea side boosted by last Saturday's win at Newcastle. Their interim manager, Garry Monk, needs consistency in these final matches if he is to have any chance of the permanent position. Charlotte Trundley"
1423,West Bromwich Albion,West Ham United,Fri 25 Apr 2014 14.22 BST,2013-14,"Their first meeting this season was memorable, not for the quality of football but for Nicolas Anelka's controversial quenelle gesture. West Brom are looking pretty desperate, teetering on the edge of the drop zone, and their manager, Pepe Mel, has pinpointed this game as the one where three points must be taken. As West Ham are without a win in three games, it does seem the moment for Albion to ease their relegation fears. Charlotte Trundley"
1424,Sunderland,Cardiff City,Fri 25 Apr 2014 13.13 BST,2013-14,"A high noon shootout and the stakes can rarely have been greater in a genuine relegation six pointer. Expect to see Sunderland fans unfurling ""Miracles Do Happen Gus"" banners. Not so long ago Gus Poyet claimed only ""a miracle"" would save his side but a point at Manchester City and all three at Chelsea have revived Wearside optimism. No matter; Cardiff - for whom Fraizer Campbell would doubtless relish scoring against his old club -will be heartened by Sunderland's habit of beating the better teams while stumbling against the rest. Louise Taylor"
